"","wac$w_geocode","C000","CA01","CA02","CA03","CE01","CE02","CE03","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20","CR01","CR02","CR03","CR04","CR05","CR07","CT01","CT02","CD01","CD02","CD03","CD04","CS01","CS02","CFA01","CFA02","CFA03","CFA04","CFA05","CFS01","CFS02","CFS03","CFS04","CFS05"
"773","53041971400",1333,305,711,317,243,514,576,49,15,10,57,580,79,58,195,1,0,38,4,0,5,0,34,16,98,4,90,1193,15,9,88,4,24,1238,95,139,368,326,195,972,361,0,0,0,0,0,0,0,0,0,0
"774","53041971500",1209,192,619,398,337,476,396,204,18,11,77,189,7,91,25,5,12,2,39,6,4,272,72,8,45,14,108,1116,21,15,29,2,26,1103,106,107,327,308,275,619,590,0,0,0,0,0,0,0,0,0,0
"775","53041971600",384,48,212,124,152,133,99,0,0,0,27,0,0,59,11,24,8,1,2,0,4,152,35,0,33,16,12,375,2,1,5,0,1,370,14,39,116,112,69,131,253,0,0,0,0,0,0,0,0,0,0
"776","53041971700",704,143,345,216,177,343,184,273,16,8,17,84,13,104,13,0,0,0,9,0,8,99,26,0,19,6,9,630,15,13,32,1,13,609,95,96,203,160,102,406,298,0,0,0,0,0,0,0,0,0,0
"777","53041971800",441,77,233,131,164,160,117,51,0,3,26,32,11,35,13,7,3,1,4,0,4,181,23,11,21,8,7,410,4,10,9,0,8,415,26,41,119,117,87,208,233,0,0,0,0,0,0,0,0,0,0
"778","53041971900",1028,189,544,295,208,363,457,1,0,16,37,234,3,150,23,4,12,6,1,0,57,89,309,5,43,8,30,985,10,7,14,2,10,986,42,85,279,316,159,475,553,0,0,0,0,0,0,0,0,0,0
"779","53041972000",662,119,340,203,161,207,294,21,0,2,36,183,5,70,99,9,0,7,0,0,0,78,24,3,76,8,41,634,7,7,4,0,10,639,23,57,197,199,90,373,289,0,0,0,0,0,0,0,0,0,0
"780","53043960100",937,148,505,284,251,299,387,18,0,16,34,24,71,67,8,2,26,8,71,0,0,107,284,0,34,10,157,912,0,11,7,0,7,913,24,67,200,320,202,367,570,0,0,0,0,0,0,0,0,0,0
"781","53043960200",619,110,326,183,184,190,245,95,0,3,147,2,95,58,0,0,2,0,6,0,1,151,20,9,16,2,12,560,4,47,3,0,5,597,22,59,191,148,111,396,223,0,0,0,0,0,0,0,0,0,0
"782","53043960300",503,61,256,186,200,136,167,86,0,2,54,0,16,33,0,10,11,1,3,0,2,160,34,24,27,7,33,463,3,20,13,1,3,486,17,35,151,144,112,253,250,0,0,0,0,0,0,0,0,0,0
"783","53043960400",660,116,330,214,214,270,176,105,14,0,12,10,86,51,3,8,10,1,3,0,12,150,132,5,15,11,32,644,5,4,3,0,4,648,12,45,170,212,117,328,332,0,0,0,0,0,0,0,0,0,0
"784","53045940000",378,58,217,103,75,169,134,0,0,28,0,0,1,15,0,0,0,0,0,0,0,66,4,99,16,0,149,236,4,113,5,4,16,339,39,36,99,114,71,151,227,0,0,0,0,0,0,0,0,0,0
"785","53045960100",57,5,17,35,24,26,7,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,14,1,2,30,4,48,1,1,2,0,5,57,0,8,19,20,5,32,25,0,0,0,0,0,0,0,0,0,0
"786","53045960200",460,88,224,148,129,154,177,106,0,0,56,23,12,56,3,3,1,0,6,0,26,64,19,8,30,32,15,432,4,3,11,3,7,432,28,49,131,95,97,264,196,0,0,0,0,0,0,0,0,0,0
"787","53045960300",379,145,168,66,171,155,53,11,0,12,50,2,21,30,7,4,0,0,0,0,37,0,71,0,110,24,0,350,9,3,8,0,9,361,18,36,68,80,50,173,206,0,0,0,0,0,0,0,0,0,0
"788","53045960400",1556,398,763,395,551,589,416,14,0,0,45,77,88,348,43,0,36,24,39,0,71,356,82,12,185,81,55,1436,26,14,38,0,42,1487,69,94,360,402,302,688,868,0,0,0,0,0,0,0,0,0,0
"789","53045960500",572,143,309,120,166,258,148,16,0,0,133,9,5,13,0,32,3,0,6,0,32,4,42,69,179,23,6,506,15,11,19,2,19,526,46,50,149,143,87,282,290,0,0,0,0,0,0,0,0,0,0
"790","53045960600",2097,467,1167,463,339,920,838,11,0,0,19,181,90,663,73,0,46,5,32,0,56,4,53,1,111,59,693,1881,68,28,59,14,47,1957,140,155,503,653,319,1265,832,0,0,0,0,0,0,0,0,0,0
"791","53045960700",997,174,548,275,200,397,400,0,0,2,35,4,0,35,101,10,6,4,20,0,2,3,643,9,91,29,3,908,14,21,30,4,20,932,65,59,224,327,213,316,681,0,0,0,0,0,0,0,0,0,0
"792","53045960800",2923,520,1570,833,563,994,1366,70,0,175,25,514,2,167,17,56,170,33,87,0,19,62,544,6,256,72,648,2699,45,45,67,8,59,2778,145,236,740,839,588,1432,1491,0,0,0,0,0,0,0,0,0,0
"793","53045960900",1156,148,569,439,319,420,417,57,0,0,18,10,20,70,0,0,2,17,4,0,3,820,103,10,12,10,0,1075,15,10,34,0,22,1071,85,93,259,331,325,431,725,0,0,0,0,0,0,0,0,0,0
"794","53045961000",252,45,141,66,102,100,50,53,0,0,36,8,60,0,14,0,0,8,9,0,9,34,5,0,6,2,8,219,11,9,3,0,10,225,27,24,70,74,39,147,105,0,0,0,0,0,0,0,0,0,0
"795","53045961100",335,47,167,121,99,122,114,8,8,10,14,29,8,20,0,2,4,0,17,0,0,153,20,0,21,21,0,323,1,2,0,0,9,326,9,18,90,102,78,123,212,0,0,0,0,0,0,0,0,0,0
"796","53045961200",137,31,79,27,51,56,30,0,0,0,31,5,14,32,6,0,0,0,12,0,5,0,27,0,5,0,0,121,3,2,6,0,5,124,13,12,35,40,19,74,63,0,0,0,0,0,0,0,0,0,0
"797","53045961300",2280,569,1218,493,281,1305,694,126,3,0,76,477,4,246,1,4,0,0,1,0,14,0,56,898,13,20,341,1676,38,319,133,9,105,2039,241,252,580,555,324,1257,1023,0,0,0,0,0,0,0,0,0,0
"798","53047940100",1222,166,712,344,108,562,552,111,0,9,1,6,3,27,0,0,0,21,9,0,17,34,347,63,5,1,568,375,4,785,23,3,32,1027,195,117,332,414,193,563,659,0,0,0,0,0,0,0,0,0,0
"799","53047940200",1179,216,635,328,253,575,351,214,0,0,41,276,93,27,4,0,0,7,35,0,21,204,67,90,18,4,78,834,15,264,37,3,26,930,249,184,319,287,173,679,500,0,0,0,0,0,0,0,0,0,0
"800","53047970300",1582,309,798,475,523,693,366,532,120,22,24,121,16,166,43,13,10,23,26,0,54,119,123,19,46,46,59,1446,25,39,43,4,25,1304,278,288,387,373,225,931,651,0,0,0,0,0,0,0,0,0,0
"801","53047970400",1082,198,511,373,350,474,258,202,40,4,53,5,22,158,10,6,5,7,11,0,0,189,285,0,44,25,16,1010,10,18,27,0,17,945,137,130,299,288,167,475,607,0,0,0,0,0,0,0,0,0,0
"802","53047970500",161,38,74,49,56,92,13,57,0,6,8,2,0,12,3,0,1,0,0,0,0,0,43,0,17,6,6,149,2,4,3,0,3,122,39,30,34,41,18,82,79,0,0,0,0,0,0,0,0,0,0
"803","53047970600",3075,653,1582,840,979,1257,839,106,0,3,78,3,0,644,12,81,47,26,53,7,37,646,723,31,333,51,194,2723,36,206,43,7,60,2744,331,312,697,846,567,1254,1821,0,0,0,0,0,0,0,0,0,0
"804","53047970700",1359,160,758,441,295,539,525,122,0,78,53,15,12,124,37,3,13,15,14,0,8,213,196,4,18,22,412,1276,12,31,19,4,17,1226,133,138,356,438,267,665,694,0,0,0,0,0,0,0,0,0,0
"805","53047970800",4398,832,2285,1281,1649,2038,711,3190,0,14,48,14,36,198,106,26,26,9,29,0,9,210,298,21,97,12,55,3782,171,97,238,17,93,2767,1631,1093,974,888,611,2499,1899,0,0,0,0,0,0,0,0,0,0
"806","53047970900",1157,194,607,356,397,524,236,9,0,16,79,22,12,110,0,1,4,22,59,0,0,131,337,26,277,39,13,969,89,11,65,4,19,1101,56,121,270,306,266,460,697,0,0,0,0,0,0,0,0,0,0
"807","53047971000",1150,219,628,303,285,401,464,159,0,4,58,32,2,144,6,49,255,20,64,42,23,5,83,37,114,29,24,1051,29,16,33,2,19,1065,85,85,261,277,308,531,619,0,0,0,0,0,0,0,0,0,0
"808","53049950200",1052,189,559,304,255,327,470,102,9,50,17,214,7,84,36,18,28,6,27,0,6,112,163,0,71,55,47,959,5,15,47,2,24,1001,51,82,269,307,205,557,495,0,0,0,0,0,0,0,0,0,0
"809","53049950300",1576,264,846,466,376,705,495,200,6,0,14,313,0,93,5,7,15,13,26,3,0,116,272,118,53,15,307,1354,22,64,83,2,51,1427,149,147,410,460,295,727,849,0,0,0,0,0,0,0,0,0,0
"810","53049950400",678,98,346,234,224,261,193,66,19,10,25,60,6,69,8,8,9,0,6,0,4,163,27,8,51,17,122,635,12,7,6,1,17,645,33,52,191,204,133,351,327,0,0,0,0,0,0,0,0,0,0
"811","53049950500",822,123,435,264,263,309,250,30,0,19,14,58,14,84,9,3,13,18,16,5,30,0,219,35,167,25,63,765,8,14,18,2,15,779,43,79,249,227,144,363,459,0,0,0,0,0,0,0,0,0,0
"812","53049950600",1057,273,509,275,376,495,186,4,0,1,55,21,3,133,1,19,31,67,5,0,2,192,137,12,341,33,0,978,19,18,22,1,19,974,83,94,264,260,166,418,639,0,0,0,0,0,0,0,0,0,0
"813","53049950700",301,60,138,103,86,154,61,59,0,8,27,0,0,71,1,0,8,2,1,0,3,0,92,0,18,11,0,283,5,4,7,0,2,279,22,33,89,84,35,134,167,0,0,0,0,0,0,0,0,0,0
"814","53049950800",396,80,203,113,111,208,77,127,0,0,11,45,0,57,1,4,3,17,3,0,3,0,23,1,30,33,38,367,8,6,9,1,5,346,50,60,101,94,61,227,169,0,0,0,0,0,0,0,0,0,0
"815","53051970100",622,85,352,185,151,93,378,8,249,99,9,0,5,44,17,5,3,2,0,0,18,61,36,3,29,16,18,598,3,8,2,1,10,601,21,54,191,188,104,399,223,0,0,0,0,0,0,0,0,0,0
"816","53051970200",786,82,470,234,116,245,425,5,4,2,39,192,7,10,0,0,0,6,6,0,1,64,20,1,5,3,421,623,4,124,8,2,25,740,46,65,234,277,128,483,303,0,0,0,0,0,0,0,0,0,0
"817","53051970300",1334,238,684,412,383,515,436,8,12,1,19,4,1,126,3,46,38,1,32,0,0,226,439,21,131,29,197,1290,5,11,11,2,15,1300,34,108,326,407,255,451,883,0,0,0,0,0,0,0,0,0,0
"818","53051970400",131,25,70,36,31,35,65,2,0,2,18,22,0,1,10,0,0,2,44,0,0,0,20,0,0,6,4,121,1,3,2,2,2,126,5,7,35,27,37,99,32,0,0,0,0,0,0,0,0,0,0
"819","53051970500",121,21,66,34,39,42,40,32,0,4,19,0,10,0,0,6,2,2,0,0,0,13,22,0,0,4,7,117,2,1,0,0,1,113,8,14,35,34,17,87,34,0,0,0,0,0,0,0,0,0,0
"820","53053060200",10046,1606,5830,2610,1501,2328,6217,33,0,0,533,3310,2038,164,1736,23,9,144,123,2,839,0,189,260,390,230,23,8255,686,102,528,120,355,9328,718,999,2699,2845,1897,7654,2392,0,0,0,0,0,0,0,0,0,0
"821","53053060300",1163,403,538,222,369,510,284,0,0,0,70,2,10,40,4,0,6,18,64,0,12,16,262,42,586,11,20,953,71,8,71,4,56,1053,110,108,212,284,156,556,607,0,0,0,0,0,0,0,0,0,0
"822","53053060400",180,49,100,31,46,71,63,0,0,0,16,0,7,17,0,2,6,0,29,0,6,3,26,2,8,58,0,154,11,2,5,1,7,171,9,11,38,49,33,67,113,0,0,0,0,0,0,0,0,0,0
"823","53053060500",829,189,458,182,212,275,342,0,0,0,18,10,43,163,0,32,54,40,148,0,2,9,108,12,99,91,0,723,19,4,50,3,30,800,29,58,178,218,186,334,495,0,0,0,0,0,0,0,0,0,0
"824","53053060600",713,167,401,145,232,232,249,0,0,0,5,3,22,14,19,3,24,65,110,0,18,175,38,13,159,22,23,627,20,11,24,5,26,669,44,59,153,197,137,324,389,0,0,0,0,0,0,0,0,0,0
"825","53053060700",1496,342,773,381,450,476,570,0,0,0,19,7,13,117,0,6,14,0,30,0,17,829,80,0,310,33,21,1237,71,21,94,16,57,1406,90,103,266,333,452,646,850,0,0,0,0,0,0,0,0,0,0
"826","53053060800",696,211,344,141,236,271,189,0,0,0,61,1,64,270,0,4,18,9,26,0,34,16,48,3,121,21,0,594,16,5,48,3,30,648,48,62,125,174,124,321,375,0,0,0,0,0,0,0,0,0,0
"827","53053060903",208,29,117,62,94,82,32,0,0,0,16,3,1,50,0,0,6,0,15,0,20,5,82,1,2,7,0,181,12,0,12,0,3,197,11,25,38,65,51,66,142,0,0,0,0,0,0,0,0,0,0
"828","53053060904",675,282,276,117,347,224,104,0,0,1,10,0,29,140,0,0,15,17,57,0,15,21,117,13,222,18,0,568,42,7,36,0,22,632,43,38,120,130,105,281,394,0,0,0,0,0,0,0,0,0,0
"829","53053060905",841,135,466,240,186,375,280,0,0,0,21,0,8,34,1,0,30,35,38,0,26,0,607,5,24,12,0,581,110,10,96,7,37,789,52,80,202,236,188,221,620,0,0,0,0,0,0,0,0,0,0
"830","53053060906",649,226,305,118,213,266,170,0,0,0,21,0,7,212,0,10,46,6,5,0,19,0,101,0,177,45,0,530,58,8,39,2,12,582,67,55,139,142,87,266,383,0,0,0,0,0,0,0,0,0,0
"831","53053061001",364,118,175,71,142,150,72,0,0,0,35,1,22,5,0,2,2,9,9,0,67,35,130,11,31,5,0,287,27,7,25,5,13,320,44,38,74,75,59,155,209,0,0,0,0,0,0,0,0,0,0
"832","53053061002",2723,847,1373,503,1119,845,759,0,0,0,67,4,13,471,0,5,138,33,55,0,340,5,475,103,406,459,149,2123,261,31,179,14,115,2526,197,199,538,620,519,1248,1475,0,0,0,0,0,0,0,0,0,0
"833","53053061100",6059,1454,3271,1334,1499,1977,2583,0,0,0,9,67,32,1135,16,0,182,91,55,0,233,35,3001,878,195,81,49,4886,411,55,451,38,218,5729,330,390,1164,1652,1399,1819,4240,0,0,0,0,0,0,0,0,0,0
"834","53053061200",1294,339,668,287,379,582,333,0,0,0,123,0,61,108,0,5,32,11,47,0,82,0,462,0,235,128,0,1016,116,13,99,6,44,1171,123,156,284,290,225,491,803,0,0,0,0,0,0,0,0,0,0
"835","53053061300",1377,408,698,271,339,664,374,0,0,0,22,5,17,120,13,0,260,128,5,0,56,8,576,8,114,45,0,954,241,17,101,13,51,1269,108,125,258,355,231,596,781,0,0,0,0,0,0,0,0,0,0
"836","53053061400",16587,1737,9523,5327,2288,3869,10430,0,0,0,12,23,7,27,46,5,2,5,123,0,31,5531,7732,0,160,82,2801,13222,1409,163,1205,65,523,15685,902,1071,3422,5179,5178,4744,11843,0,0,0,0,0,0,0,0,0,0
"837","53053061500",8303,1238,5056,2009,1132,2153,5018,1,0,0,27,77,22,114,3,16,192,93,152,0,1770,18,5131,35,533,119,0,6574,594,63,728,51,293,7804,499,556,1508,2503,2498,2065,6238,0,0,0,0,0,0,0,0,0,0
"838","53053061601",12907,1892,7945,3070,1193,2836,8878,2,0,0,167,100,74,67,79,132,2186,111,1082,165,1150,54,1905,279,339,299,4716,10636,867,134,798,61,411,12253,654,762,2404,3754,4095,6112,6795,0,0,0,0,0,0,0,0,0,0
"839","53053061602",3884,908,2300,676,664,1245,1975,0,0,0,219,364,73,92,9,21,725,40,572,77,42,372,94,46,915,164,59,2938,293,39,434,27,153,3634,250,308,735,945,988,1904,1980,0,0,0,0,0,0,0,0,0,0
"840","53053061700",4390,709,2367,1314,1020,1539,1831,0,0,0,353,47,67,102,38,314,0,5,5,2,204,21,1938,17,86,22,1169,3366,431,66,319,45,163,4063,327,423,1035,1240,983,1886,2504,0,0,0,0,0,0,0,0,0,0
"841","53053061800",286,68,151,67,88,101,97,0,0,0,15,0,2,81,0,0,0,17,8,0,99,0,55,0,8,1,0,200,31,5,37,1,12,269,17,29,63,74,52,153,133,0,0,0,0,0,0,0,0,0,0
"842","53053061900",809,147,462,200,175,209,425,0,0,0,8,0,9,109,0,0,34,3,22,0,0,0,190,0,90,36,308,592,89,9,85,1,33,757,52,53,160,243,206,281,528,0,0,0,0,0,0,0,0,0,0
"843","53053062000",304,62,150,92,112,152,40,0,0,0,51,0,71,4,0,0,0,0,0,0,93,0,42,0,33,10,0,234,35,2,15,4,14,281,23,33,79,76,54,156,148,0,0,0,0,0,0,0,0,0,0
"844","53053062300",170,36,84,50,70,73,27,0,0,0,37,0,2,5,0,0,0,3,17,0,6,0,70,0,21,9,0,91,29,8,36,4,2,142,28,22,41,46,25,55,115,0,0,0,0,0,0,0,0,0,0
"845","53053062400",644,197,315,132,272,264,108,0,0,0,12,0,11,210,4,11,20,27,17,0,16,16,132,0,146,22,0,484,60,7,66,1,26,591,53,68,147,144,88,261,383,0,0,0,0,0,0,0,0,0,0
"846","53053062500",558,140,294,124,239,226,93,0,0,0,20,2,0,266,2,4,10,8,2,0,17,0,150,3,44,30,0,401,55,1,80,7,14,519,39,65,124,134,95,217,341,0,0,0,0,0,0,0,0,0,0
"847","53053062600",14561,4554,7291,2716,4181,5361,5019,13,0,136,733,1514,961,4375,486,124,272,226,289,114,1374,100,845,31,1826,1130,12,11502,1191,141,1054,112,561,13279,1282,1273,3076,3413,2245,7713,6848,0,0,0,0,0,0,0,0,0,0
"848","53053062801",1815,422,984,409,449,753,613,0,0,0,196,187,96,456,0,0,38,48,90,6,142,1,417,14,102,22,0,1433,166,16,121,11,68,1669,146,171,439,447,336,973,842,0,0,0,0,0,0,0,0,0,0
"849","53053062802",744,130,392,222,94,254,396,0,0,0,46,96,44,22,7,0,334,17,36,0,8,0,113,0,1,20,0,612,40,12,50,5,25,704,40,45,145,204,220,289,455,0,0,0,0,0,0,0,0,0,0
"850","53053062900",1448,343,860,245,386,609,453,0,0,0,25,34,44,606,2,0,26,162,176,0,81,0,173,3,36,80,0,1147,119,15,116,14,37,1312,136,139,311,388,267,732,716,0,0,0,0,0,0,0,0,0,0
"851","53053063000",1280,277,684,319,231,524,525,0,0,0,14,91,241,421,36,96,55,18,26,0,85,5,107,5,31,49,0,1048,106,8,61,11,46,1196,84,104,284,331,284,649,631,0,0,0,0,0,0,0,0,0,0
"852","53053063100",1034,375,493,166,326,490,218,0,0,0,12,0,0,249,8,0,18,1,2,0,3,0,181,0,489,25,46,749,113,9,105,8,50,931,103,99,199,199,162,389,645,0,0,0,0,0,0,0,0,0,0
"853","53053063200",375,104,200,71,132,176,67,0,0,0,17,1,3,136,4,0,14,3,52,0,2,0,67,35,25,16,0,301,18,11,29,1,15,332,43,35,77,90,69,175,200,0,0,0,0,0,0,0,0,0,0
"854","53053063300",611,172,298,141,225,276,110,0,0,0,18,4,59,70,8,0,11,3,4,0,4,0,347,0,80,3,0,394,88,15,80,9,25,535,76,74,121,149,95,199,412,0,0,0,0,0,0,0,0,0,0
"855","53053063400",1245,376,609,260,389,601,255,0,0,0,61,2,74,395,5,0,132,18,15,0,88,0,251,0,177,27,0,947,88,16,139,10,45,1137,108,108,276,293,192,521,724,0,0,0,0,0,0,0,0,0,0
"856","53053063501",796,262,380,154,360,370,66,0,0,0,4,0,0,290,0,6,22,0,25,0,8,0,163,42,215,21,0,594,85,3,72,7,35,732,64,96,164,155,119,336,460,0,0,0,0,0,0,0,0,0,0
"857","53053063502",245,52,117,76,92,146,7,0,0,0,13,0,0,7,0,0,0,0,0,0,83,0,74,0,63,5,0,155,20,6,45,6,13,193,52,37,48,59,49,90,155,0,0,0,0,0,0,0,0,0,0
"858","53053070100",396,86,199,111,132,86,178,0,0,0,24,131,13,20,0,10,1,0,2,0,24,1,10,86,54,2,18,362,7,7,10,1,9,384,12,33,95,113,69,279,117,0,0,0,0,0,0,0,0,0,0
"859","53053070203",207,69,101,37,73,55,79,12,0,0,57,36,7,0,14,3,2,0,3,0,3,0,19,0,44,7,0,172,4,3,22,2,4,192,15,25,33,52,28,124,83,0,0,0,0,0,0,0,0,0,0
"860","53053070204",59,12,32,15,30,15,14,0,0,0,7,10,9,3,0,0,0,0,3,0,0,0,8,0,12,0,7,53,2,0,3,0,1,55,4,9,10,20,8,29,30,0,0,0,0,0,0,0,0,0,0
"861","53053070205",171,44,90,37,55,70,46,14,0,0,73,2,13,0,15,0,0,10,4,0,10,0,18,0,5,7,0,153,6,2,5,2,3,162,9,18,43,45,21,102,69,0,0,0,0,0,0,0,0,0,0
"862","53053070206",218,35,119,64,68,74,76,6,0,4,75,36,8,21,0,2,0,0,10,0,5,31,13,0,3,4,0,201,6,2,8,0,1,204,14,23,66,49,45,141,77,0,0,0,0,0,0,0,0,0,0
"863","53053070207",2443,462,1352,629,399,1048,996,9,0,2,417,80,9,110,21,2,6,11,37,0,5,523,1011,14,111,33,42,2185,101,41,49,10,57,2310,133,175,584,727,495,1024,1419,0,0,0,0,0,0,0,0,0,0
"864","53053070307",385,67,206,112,116,124,145,26,0,0,68,6,28,8,42,3,2,8,10,0,10,76,27,5,25,41,0,352,7,4,12,0,10,356,29,27,102,110,79,209,176,0,0,0,0,0,0,0,0,0,0
"865","53053070308",601,164,333,104,175,196,230,0,0,0,36,5,17,28,1,23,5,16,11,0,9,10,151,47,49,43,150,525,24,14,21,4,13,554,47,38,115,161,123,270,331,0,0,0,0,0,0,0,0,0,0
"866","53053070309",2426,926,1105,395,877,1175,374,0,0,0,58,0,10,1416,6,23,58,11,13,0,67,0,167,0,495,100,2,2049,93,23,166,13,82,2221,205,214,448,512,326,1015,1411,0,0,0,0,0,0,0,0,0,0
"867","53053070310",613,217,293,103,227,246,140,0,0,0,18,1,1,178,0,5,30,0,18,2,25,9,96,8,120,102,0,541,14,7,29,2,20,578,35,40,128,116,112,261,352,0,0,0,0,0,0,0,0,0,0
"868","53053070311",319,86,173,60,105,107,107,0,0,0,64,8,5,86,24,0,1,1,2,0,6,0,25,0,93,4,0,290,10,3,11,0,5,288,31,28,87,78,40,211,108,0,0,0,0,0,0,0,0,0,0
"869","53053070312",578,168,294,116,182,279,117,140,0,0,44,0,9,161,1,0,11,8,0,0,39,52,29,0,77,7,0,483,24,7,47,2,15,511,67,70,98,146,96,255,323,0,0,0,0,0,0,0,0,0,0
"870","53053070313",868,150,535,183,151,201,516,2,0,0,139,166,60,40,37,1,36,2,4,0,49,0,52,2,68,42,168,799,22,16,17,1,13,813,55,48,226,256,188,559,309,0,0,0,0,0,0,0,0,0,0
"871","53053070314",258,70,131,57,72,73,113,0,0,0,105,0,10,3,19,4,9,0,25,0,15,3,14,5,34,12,0,233,7,2,9,0,7,237,21,17,60,71,40,183,75,0,0,0,0,0,0,0,0,0,0
"872","53053070315",914,353,423,138,336,370,208,0,0,0,91,2,8,103,8,0,28,10,14,1,41,155,59,0,345,49,0,795,30,8,54,3,24,842,72,72,157,179,153,386,528,0,0,0,0,0,0,0,0,0,0
"873","53053070316",156,29,99,28,67,34,55,0,0,0,51,0,4,3,2,0,1,2,12,0,7,6,21,47,0,0,0,127,2,8,15,2,2,135,21,15,32,49,31,74,82,0,0,0,0,0,0,0,0,0,0
"874","53053070401",478,122,230,126,85,210,183,90,0,0,122,15,7,130,32,0,0,10,15,7,4,0,33,1,0,12,0,413,21,7,18,2,17,425,53,53,110,116,77,320,158,0,0,0,0,0,0,0,0,0,0
"875","53053070403",1032,190,563,279,290,399,343,7,0,0,28,25,3,41,3,14,6,8,5,0,13,389,246,0,166,21,57,940,19,9,47,2,15,978,54,83,210,296,253,340,692,0,0,0,0,0,0,0,0,0,0
"876","53053070404",215,60,111,44,72,76,67,0,0,0,14,0,22,0,0,0,1,0,14,82,17,0,26,28,0,11,0,183,9,3,11,2,7,201,14,16,50,56,33,105,110,0,0,0,0,0,0,0,0,0,0
"877","53053070703",1282,432,633,217,409,447,426,0,0,0,188,25,14,248,16,0,43,5,34,0,61,3,200,16,281,104,44,1085,49,14,78,7,49,1168,114,106,268,277,199,658,624,0,0,0,0,0,0,0,0,0,0
"878","53053071100",348,88,178,82,95,135,118,7,0,14,127,0,0,23,1,0,2,2,8,0,75,28,31,0,15,15,0,288,10,3,27,7,13,312,36,30,73,88,69,205,143,0,0,0,0,0,0,0,0,0,0
"879","53053071205",738,126,384,228,167,219,352,79,0,0,59,147,4,47,87,0,1,12,13,0,29,192,49,1,11,7,0,651,23,7,28,6,23,683,55,65,195,195,157,439,299,0,0,0,0,0,0,0,0,0,0
"880","53053071206",2420,805,1189,426,622,958,840,21,33,0,304,12,22,607,59,0,45,61,79,0,41,14,315,47,612,60,88,2020,121,19,158,15,87,2246,174,202,443,542,428,1128,1292,0,0,0,0,0,0,0,0,0,0
"881","53053071207",5557,2088,2542,927,2096,2290,1171,0,0,0,53,2,51,2819,94,76,91,145,209,0,94,22,674,42,694,491,0,4506,347,58,388,43,215,5048,509,434,1027,1167,841,2053,3504,0,0,0,0,0,0,0,0,0,0
"882","53053071208",912,351,409,152,408,355,149,0,0,0,46,1,15,186,0,56,62,42,8,0,2,7,222,0,214,51,0,735,60,13,69,3,32,809,103,70,174,174,143,337,575,0,0,0,0,0,0,0,0,0,0
"883","53053071209",55,6,32,17,20,14,21,0,0,0,0,0,21,2,0,0,4,1,4,0,6,0,17,0,0,0,0,45,2,1,7,0,0,50,5,7,11,17,14,20,35,0,0,0,0,0,0,0,0,0,0
"884","53053071210",499,75,300,124,79,124,296,1,0,10,277,26,18,0,48,0,6,2,37,0,39,3,26,0,0,6,0,452,16,4,12,2,13,459,40,43,146,148,87,369,130,0,0,0,0,0,0,0,0,0,0
"885","53053071304",1254,404,656,194,386,494,374,0,0,5,51,31,14,190,1,0,113,82,117,0,71,10,190,30,215,134,0,1053,62,14,69,9,47,1152,102,101,228,294,227,556,698,0,0,0,0,0,0,0,0,0,0
"886","53053071305",2058,534,1130,394,474,732,852,2,0,0,461,263,105,247,53,26,10,26,18,33,176,0,149,0,222,61,206,1685,142,22,114,15,80,1888,170,200,459,534,331,1318,740,0,0,0,0,0,0,0,0,0,0
"887","53053071306",559,134,325,100,107,193,259,0,0,2,231,34,5,16,16,0,13,3,21,0,58,0,112,0,0,48,0,487,20,11,21,2,18,510,49,42,146,147,90,345,214,0,0,0,0,0,0,0,0,0,0
"888","53053071307",1024,262,566,196,206,390,428,0,0,0,274,92,42,159,6,0,42,16,2,0,99,14,149,0,120,9,0,916,41,6,28,4,29,960,64,98,245,244,175,596,428,0,0,0,0,0,0,0,0,0,0
"889","53053071309",252,63,138,51,57,89,106,0,0,0,64,5,15,14,29,0,0,1,4,0,57,0,39,14,0,10,0,225,11,3,9,0,4,221,31,36,63,59,31,142,110,0,0,0,0,0,0,0,0,0,0
"890","53053071310",254,64,147,43,43,92,119,0,0,0,129,3,6,10,6,0,14,0,17,0,25,0,20,0,8,16,0,220,11,3,11,0,9,241,13,23,54,67,46,162,92,0,0,0,0,0,0,0,0,0,0
"891","53053071403",296,59,154,83,81,124,91,0,0,0,30,3,7,25,6,0,25,1,20,0,17,13,46,14,44,45,0,254,11,5,19,0,7,280,16,23,89,77,48,141,155,0,0,0,0,0,0,0,0,0,0
"892","53053071406",2761,704,1586,471,365,1011,1385,0,19,60,354,1100,79,222,74,0,15,8,31,0,601,0,77,0,81,40,0,2260,166,26,196,25,88,2504,257,310,665,670,412,1897,864,0,0,0,0,0,0,0,0,0,0
"893","53053071407",274,104,124,46,126,99,49,0,0,0,92,0,0,0,0,0,0,0,9,0,14,0,56,68,34,1,0,237,19,1,8,0,9,253,21,25,50,66,29,145,129,0,0,0,0,0,0,0,0,0,0
"894","53053071408",593,178,280,135,246,247,100,0,0,0,36,0,0,181,0,0,29,41,108,0,8,0,51,0,109,30,0,470,41,4,42,8,28,555,38,46,137,141,91,199,394,0,0,0,0,0,0,0,0,0,0
